image_id,quality,height,width,nmae,nrmse
850,60,1356,2040,0.0054556355,0.0065027024
850,70,1356,2040,0.0052629155,0.0062658656
850,80,1356,2040,0.0035161003,0.00450529
850,95,1356,2040,0.002078017,0.0026706872
851,1,1344,2040,0.05271406,0.113459624
851,10,1344,2040,0.0117198685,0.028683083
851,20,1344,2040,0.0063026827,0.018034969
851,30,1344,2040,0.00487035,0.014621918
851,40,1344,2040,0.0036365127,0.014074015
851,50,1344,2040,0.0046597235,0.013865331
851,60,1344,2040,0.004668221,0.014487081
851,70,1344,2040,0.0042525954,0.01068046
851,80,1344,2040,0.0023819664,0.006886182
851,95,1344,2040,0.0007617815,0.0030707442
852,1,1152,2040,0.06633614,0.09027235
852,10,1152,2040,0.035052806,0.053397205
852,20,1152,2040,0.02250137,0.030278971
852,30,1152,2040,0.02063703,0.028146049
852,40,1152,2040,0.020228826,0.026350077
852,50,1152,2040,0.016481563,0.021408087
852,60,1152,2040,0.012606512,0.016147828
852,70,1152,2040,0.013533211,0.017266467
852,80,1152,2040,0.008145798,0.010214921
852,95,1152,2040,0.0044913744,0.006185073
853,1,1356,2040,0.0398453,0.07511883
853,10,1356,2040,0.0124051655,0.026996067
853,20,1356,2040,0.008278063,0.017722564
853,30,1356,2040,0.0075443494,0.015098031
853,40,1356,2040,0.0071083135,0.012989118
853,50,1356,2040,0.005776469,0.01142373
853,60,1356,2040,0.0048551937,0.009397524
853,70,1356,2040,0.004038241,0.008206049
853,80,1356,2040,0.0029491875,0.006251889
853,95,1356,2040,0.0015692514,0.003898376
854,1,1068,2040,0.029427812,0.047184438
854,10,1068,2040,0.016411861,0.02808825
854,20,1068,2040,0.0050128605,0.010594801
854,30,1068,2040,0.0032021527,0.008303945
854,40,1068,2040,0.0028447937,0.006974136
854,50,1068,2040,0.002443842,0.0066443766
854,60,1068,2040,0.0036256176,0.0072104973
854,70,1068,2040,0.0034423985,0.0064603514
854,80,1068,2040,0.002781473,0.0043749553
854,95,1068,2040,0.00055960193,0.001242884
855,1,2040,2040,0.039478872,0.06532298
855,10,2040,2040,0.030119099,0.044588987
855,20,2040,2040,0.015205225,0.020830723
855,30,2040,2040,0.012379604,0.0163134
855,40,2040,2040,0.008163562,0.011691385
855,50,2040,2040,0.007372857,0.01289858
855,60,2040,2040,0.005338914,0.010880529
855,70,2040,2040,0.004608182,0.0072048237
855,80,2040,2040,0.0044353176,0.007510169
855,95,2040,2040,0.001921722,0.0028340847
856,1,1356,2040,0.052884575,0.070509195
856,10,1356,2040,0.01208291,0.018228505
856,20,1356,2040,0.010829964,0.014704709
856,30,1356,2040,0.009741911,0.012759412
856,40,1356,2040,0.01124254,0.014115156
856,50,1356,2040,0.007878421,0.010504091
856,60,1356,2040,0.006906582,0.009435675
856,70,1356,2040,0.0052289194,0.0074922703
856,80,1356,2040,0.0055313874,0.007104082
856,95,1356,2040,0.0038242568,0.0048438963
857,1,1416,2040,0.11024598,0.13027593
857,10,1416,2040,0.035393123,0.040400807
857,20,1416,2040,0.010486704,0.016413976
857,30,1416,2040,0.011280114,0.014804613
857,40,1416,2040,0.015287862,0.018986672
857,50,1416,2040,0.016718496,0.020248957
857,60,1416,2040,0.013666191,0.016716724
857,70,1416,2040,0.01254177,0.015259486
857,80,1416,2040,0.009266137,0.011535875
857,95,1416,2040,0.003835899,0.0047522695
858,1,1356,2040,0.019131174,0.025300527
858,10,1356,2040,0.009380524,0.013455514
858,20,1356,2040,0.0075793923,0.010055925
858,30,1356,2040,0.008995406,0.011188594
858,40,1356,2040,0.0077297236,0.010376424
858,50,1356,2040,0.0037571886,0.0057515586
858,60,1356,2040,0.0033933986,0.004805045
858,70,1356,2040,0.003874227,0.0052796756
858,80,1356,2040,0.002680191,0.0035683413
858,95,1356,2040,0.0016167809,0.0020192512
859,1,1356,2040,0.014173912,0.018993216
859,10,1356,2040,0.014054282,0.016838562
859,20,1356,2040,0.008564579,0.010355792
859,30,1356,2040,0.0054670656,0.006680547
859,40,1356,2040,0.0041733333,0.0056155277
859,50,1356,2040,0.0034617062,0.004847935
859,60,1356,2040,0.0030297695,0.0040481007
859,70,1356,2040,0.0025651478,0.003421739
859,80,1356,2040,0.0014467742,0.0023674876
859,95,1356,2040,0.00076529494,0.0012291038
860,1,1536,2040,0.020147298,0.026883805
860,10,1536,2040,0.015433478,0.022975996
860,20,1536,2040,0.0069548595,0.009700229
860,30,1536,2040,0.006950247,0.011438491
860,40,1536,2040,0.0065511875,0.010154076
860,50,1536,2040,0.004518383,0.007395207
860,60,1536,2040,0.0030386094,0.005150055
860,70,1536,2040,0.002030248,0.0033871166
860,80,1536,2040,0.0019079924,0.0030376832
860,95,1536,2040,0.0010601126,0.0016528416
861,1,1356,2040,0.049573444,0.06677556
861,10,1356,2040,0.025379695,0.038414918
861,20,1356,2040,0.016168753,0.026773747
861,30,1356,2040,0.013159289,0.020387456
861,40,1356,2040,0.009581979,0.014333654
861,50,1356,2040,0.0103135565,0.0155957425
861,60,1356,2040,0.01077698,0.016427403
861,70,1356,2040,0.009484855,0.014250532
861,80,1356,2040,0.0058765667,0.008930819
861,95,1356,2040,0.0032001364,0.0050586
862,1,1356,2040,0.044078063,0.07332305
862,10,1356,2040,0.013331669,0.020350764
862,20,1356,2040,0.010442699,0.017442213
862,30,1356,2040,0.0065772077,0.011358807
862,40,1356,2040,0.004771339,0.009601767
